Date,Salesperson,Customer Name,C    ar Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
8/2/2022,Jennifer Riley,Alejandra Jennings,Chevrolet,F-150,2021,24925,0.07405469006205685,1845.81
12/24/2022,Marcus Frazier,Jessica Sanders,Ford,F-150,2015,22881,0.14159067397061714,3239.74
2/1/2023,Sarah Hood,Joanne Molina,Ford,Corolla,2012,35027,0.10559388113970344,3698.64
1/12/2023,Brittany Johnston,Tracy Jefferson,Ford,Silverado,2022,19659,0.05545386523271535,1090.17
4/12/2023,Christopher Mendez,Phillip Ramirez PhD,Nissan,Corolla,2010,49057,0.11860282960040393,5818.3
9/7/2022,David Stark,Jamie Mcmillan,Honda,Civic,2017,30492,0.05421071410056188,1652.99
1/26/2023,Molly Ellis,Laura Weeks,Chevrolet,Altima,2017,35556,0.06942714081382662,2468.55
3/10/2023,Michael Douglas,Samuel Russell,Chevrolet,F-150,2010,39942,0.12886563840667692,5147.15
10/15/2022,Daniel Harrison,Glenn Wade,Honda,Civic,2013,20880,0.13495704071344905,2817.9
4/23/2023,Patricia French,Gregory Taylor,Ford,Corolla,2022,33959,0.10766855634828712,3656.32
9/1/2022,David Hughes,Anthony Robinson,Honda,Altima,2011,39822,0.05139301748356665,2046.57
3/1/2023,Michael Cox,Laura Smith,Ford,F-150,2017,42114,0.14290354344054862,6018.24
6/24/2022,Douglas Dixon,Dillon Watts,Nissan,Corolla,2016,36623,0.13110906555745014,4801.61
4/27/2023,William Francis,Devin Flores,Nissan,F-150,2022,41243,0.14307404496152148,5900.8
8/25/2022,Kiara Simmons,Kara May,Toyota,Altima,2018,29238,0.11171508771285475,3266.33
10/2/2022,Luis Jennings PhD,Amanda Black,Chevrolet,Altima,2016,25383,0.07073587118711322,1795.49
9/8/2022,Taylor Alvarez,Thomas Warner,Chevrolet,Silverado,2019,19758,0.09614272285721395,1899.59
12/5/2022,Kenneth Cantrell,Kelly Camacho,Chevrolet,Altima,2012,27251,0.12670501416675856,3452.84
6/11/2022,Haley Lee,Katie Barnes,Honda,F-150,2010,18363,0.09628838762707356,1768.14
4/2/2023,Jordan Allen,Lisa Allen,Nissan,Silverado,2019,47228,0.09719532682194229,4590.34
10/18/2022,Seth Lyons,Ryan Stephens,Toyota,Altima,2016,14862,0.10842947838272714,1611.48
1/30/2023,Samuel Burns,Jillian Huffman,Chevrolet,F-150,2018,44542,0.11286922741501529,5027.42
12/14/2022,Lisa Moore,Daniel Jones,Ford,Altima,2012,21112,0.1326841861164269,2801.23
5/17/2022,Deborah Fry,Robert Figueroa,Nissan,Altima,2018,32121,0.12173395313329491,3910.22
10/11/2022,James Baker,Karl Delgado,Ford,Corolla,2021,21882,0.056415681583482646,1234.49
9/6/2022,Mark Velazquez,Damon Mcmahon,Toyota,Civic,2019,13311,0.0507878907360307,676.04
10/23/2022,Jessica Cardenas,Kyle Russell,Chevrolet,Silverado,2010,40190,0.052087921813816565,2093.41
10/21/2022,Kevin Stevens,Sabrina Pittman,Chevrolet,Silverado,2014,12979,0.08891489666429568,1154.03
8/22/2022,Kristen Scott,Lonnie Roberts,Chevrolet,Civic,2018,13195,0.1093580846748787,1442.98
1/17/2023,Charles Fitzgerald,Heather Wells,Nissan,Silverado,2012,25646,0.07810134942942111,2002.99
11/6/2022,Steven Castillo,Jason Weaver,Toyota,Civic,2014,10940,0.07504567755550653,821
12/28/2022,Kenneth Hendrix,Marisa Larson,Chevrolet,F-150,2021,11796,0.054684048427870835,645.05
7/11/2022,Shawn Smith,Phillip Mcgee,Toyota,F-150,2014,12041,0.08892311413101682,1070.72
10/24/2022,Christopher Sawyer,Brittany Hill,Honda,F-150,2016,10392,0.08912778685605328,926.22
8/28/2022,Denise Greene,Pamela Orr,Toyota,Altima,2014,18990,0.0670414752085147,1273.12
5/4/2022,Amber Terry,Steven Davis,Chevrolet,Corolla,2016,37021,0.0988982284687006,3661.31
6/13/2022,Anthony Parker,Christine Cunningham,Nissan,Corolla,2017,45441,0.07106271229810482,3229.16
1/23/2023,Michael Sullivan,Brian Shaw,Ford,F-150,2015,42359,0.11963076816183832,5067.44
9/2/2022,Jillian Martinez,Alyssa Lee,Toyota,Civic,2017,26461,0.07089528443574108,1875.96
5/27/2022,Laura Nelson,Dylan Graves,Toyota,Civic,2017,38201,0.06216717167912531,2374.85
10/18/2022,Teresa Johnson,Kenneth Pugh,Nissan,Corolla,2021,12845,0.08592023398935301,1103.65
12/23/2022,Victor Maldonado,Robert Byrd,Chevrolet,Altima,2019,21701,0.09282506071045475,2014.4
4/5/2023,Brett Morrison,Alexander Kelly,Nissan,Silverado,2013,40452,0.09598791481032132,3882.9
5/17/2022,Kristine Neal,Emma Williams,Ford,F-150,2014,31745,0.09834759717309188,3122.04
1/22/2023,Theresa Hatfield,Alex Atkinson,Toyota,Corolla,2012,44007,0.0872818642069722,3841.01
3/28/2023,Jennifer Fry,Matthew Martin DDS,Nissan,Altima,2014,13307,0.11380038729100071,1514.34
1/10/2023,Jessica Jensen,Cassandra Daniel,Chevrolet,Corolla,2016,34218,0.07869500003202003,2692.79
8/4/2022,Dennis Wiggins,Mr. Jon Richards,Nissan,Silverado,2012,22916,0.14425142826418513,3305.67
9/21/2022,Kristina Dickerson,Dr. Matthew White,Toyota,Silverado,2019,18940,0.0650676249553362,1232.38
9/9/2022,Erica Smith,Brian Sherman,Chevrolet,F-150,2016,29558,0.09700051590824535,2867.14
1/16/2023,Cory Buckley,Adrian Ingram,Chevrolet,Civic,2011,20721,0.09146722912411503,1895.29
10/13/2022,Kendra Gates,Richard Smith,Chevrolet,F-150,2012,13524,0.12178434747074086,1647.01
9/10/2022,Laura Howell,Dennis Dominguez,Toyota,Silverado,2013,36207,0.0727196062059697,2632.96
10/28/2022,Amy Bean,Collin Hill,Honda,Civic,2016,45249,0.09123859547939858,4128.46
8/29/2022,Carla Barajas,Emily Ward,Honda,Corolla,2013,32513,0.13558406510151938,4408.24
11/5/2022,Jody Mathews,Deanna Smith,Chevrolet,Corolla,2012,11437,0.1001467138602418,1145.38
11/7/2022,Ashley Munoz,Amanda Hanson,Nissan,F-150,2019,38088,0.08641857094812601,3291.51
1/11/2023,Erica Estrada,Francis Harvey,Nissan,Corolla,2010,43418,0.1488505720343551,6462.79
4/16/2023,Sarah Ford,Christopher Snyder,Toyota,Altima,2017,17367,0.13870892420456102,2408.96
3/20/2023,Joshua Barker II,William Sanchez,Toyota,Altima,2017,24313,0.11405775438812477,2773.09
10/11/2022,Elaine Brown,Carlos Cunningham,Ford,Silverado,2013,17969,0.1469629852574163,2640.78
11/27/2022,Joe Washington DDS,Meredith Lopez,Toyota,Civic,2021,17135,0.09656994026075377,1654.73
5/2/2022,Steven Morris,Ashley Johnson,Nissan,Civic,2021,39410,0.06552119056801262,2582.19
12/24/2022,John Mahoney,John Porter,Nissan,Corolla,2018,25362,0.1295007686214273,3284.4
2/21/2023,Toni Chavez,Valerie Ward,Toyota,Corolla,2014,13485,0.09979627475394212,1345.75
6/5/2022,Adrian Ward,Wendy Brown,Honda,Altima,2014,49739,0.07273750226296226,3617.89
2/25/2023,Tony Avila,Michael Meyer,Ford,Corolla,2021,45879,0.08904511977914399,4085.3
6/16/2022,Robert Jordan,Joseph Brown,Honda,Silverado,2012,35838,0.07658079871214486,2744.5
10/3/2022,Carlos Gonzalez,Emily Crawford,Ford,F-150,2019,10657,0.0973305414400148,1037.25
4/25/2023,Alexander Powell,Paul Smith,Chevrolet,Corolla,2012,39237,0.13627103728504558,5346.87
9/11/2022,Diana Russell DDS,Eric Ellis,Nissan,Corolla,2011,31678,0.14785561083713983,4683.77
8/11/2022,Tabitha Gibbs,Mr. Christopher Moore DVM,Honda,Civic,2020,37861,0.07583038891843445,2871.01
7/31/2022,Eric Silva,Dana Stewart,Chevrolet,Altima,2022,12254,0.07887154494359863,966.49
1/11/2023,Amber Nicholson,Keith Smith,Chevrolet,Altima,2012,32121,0.11647967008174456,3741.44
10/30/2022,Linda Rodriguez,Lisa Lucas,Ford,Civic,2011,11102,0.07530349452557981,836.02
5/18/2022,Brooke Li,Kathleen Howe,Toyota,Silverado,2022,38604,0.10296498449666219,3974.86
4/12/2023,Tammy Welch,Scott Bailey,Ford,F-150,2013,36277,0.14779952388866288,5361.72
8/15/2022,Tammy Shepherd,Sean Taylor,Honda,Corolla,2011,23609,0.08245075120244195,1946.58
5/29/2022,Jeffery Munoz,Chad Alvarado,Honda,F-150,2020,42709,0.11452212224796315,4891.13
9/30/2022,Angela Hernandez,Joseph Douglas,Ford,Corolla,2015,12137,0.1465428679471225,1778.59
5/2/2022,Michael Davis,Adam Peters,Ford,F-150,2022,49266,0.053742450852920225,2647.68
1/27/2023,Jose Davis,Emily Martinez,Honda,Corolla,2014,19379,0.05526596219639728,1071
4/12/2023,Manuel Raymond,Bethany Mathews,Toyota,Civic,2018,26240,0.11126432086182361,2919.58
6/22/2022,Karen Burns,Lisa Brown,Nissan,Altima,2022,43694,0.09548967020023458,4172.33
4/23/2023,Julie Martin,Erika Richardson,Toyota,Silverado,2022,17384,0.12757819792168146,2217.82
9/30/2022,Jeremy Middleton,Dennis Jones,Toyota,Altima,2013,18779,0.13725690831944942,2577.55
9/20/2022,Lori Snow,Ronald Petersen,Toyota,Civic,2010,13542,0.06902900320760179,934.79
5/20/2022,Jodi Webb,Linda Johnson,Chevrolet,Altima,2011,43765,0.06072736331321618,2657.73
3/8/2023,Carrie Christensen,Melanie Le,Chevrolet,Corolla,2020,26542,0.10252628979904463,2721.25
5/7/2022,Karen Gomez,Samantha Peters,Chevrolet,Altima,2013,44537,0.14378959196999347,6403.96
10/21/2022,Katie Lee,Julie Lewis,Nissan,Civic,2013,43457,0.10234424269368886,4447.57
1/26/2023,Donna Wagner,Kevin Turner,Toyota,F-150,2013,17030,0.11520539274048226,1961.95
5/21/2022,Roberto Lindsey,Robert Faulkner,Toyota,F-150,2012,13473,0.10096171715158761,1360.26
5/5/2022,Kenneth Collins,Diana Costa,Honda,Silverado,2014,41757,0.08218498961627019,3431.8
6/1/2022,James Coleman,John Burch,Honda,Civic,2021,21862,0.13040346210760254,2850.88
3/19/2023,Jason Hudson,Perry Benjamin,Toyota,Civic,2011,31024,0.10508545330640623,3260.17
8/2/2022,Donald Olsen,Daniel Mack,Nissan,Corolla,2011,10374,0.14076917263959543,1460.34
1/14/2023,David Garner,Lauren Wilcox DDS,Toyota,Silverado,2014,39071,0.07443536263532971,2908.26
1/13/2023,Ricky Cohen,Brooke Garcia,Nissan,Corolla,2016,35351,0.06866092359372358,2427.23
8/17/2022,Jaclyn Hernandez,Kristen Graham,Honda,Silverado,2013,30845,0.0820359391413669,2530.4
1/12/2023,Elizabeth Brown,Christian Baker,Ford,Corolla,2011,26490,0.07089525377676262,1878.02
6/10/2022,Frank Johnson,Suzanne Walter,Honda,Silverado,2020,47430,0.06022827169749792,2856.63
9/21/2022,Chris Petersen,Marco Wilson,Toyota,Civic,2019,13979,0.08358390193512939,1168.42
3/23/2023,Justin Becker,Christopher Smith,Toyota,Corolla,2016,36564,0.13686565762019737,5004.36
6/9/2022,Bryan Rodriguez,Pamela Morgan,Chevrolet,Civic,2022,14373,0.14314861877795726,2057.48
9/17/2022,Hannah Castro,Patricia Zamora,Toyota,Civic,2013,30433,0.08302491917490501,2526.7
3/21/2023,Melissa Johnson,Lisa Allen,Nissan,F-150,2016,21659,0.09159333623927834,1983.82
5/25/2022,Tracy Noble,Barbara Butler,Ford,Corolla,2022,25966,0.07815759664489505,2029.44
7/14/2022,Jennifer Mccann,Cathy Fisher,Toyota,Corolla,2022,34492,0.051782561308611946,1786.08
7/13/2022,Kevin Andrews,Lauren Lawrence,Honda,Altima,2010,48226,0.051821105780657566,2499.12
10/11/2022,Melinda Johnson,Brandon Harris,Chevrolet,Altima,2012,38267,0.05613754143603971,2148.22
11/19/2022,Mr. Edward Reeves,Teresa Miller,Ford,Altima,2010,37334,0.10527263520282448,3930.25
10/21/2022,Rhonda Fitzgerald,Janet Hammond,Toyota,Silverado,2018,48842,0.10537243897451576,5146.6
12/22/2022,Ralph Eaton,Sean Smith,Ford,Civic,2015,28555,0.12343026822076682,3524.55
1/2/2023,Thomas Webb,Kyle Mitchell,Nissan,F-150,2011,12756,0.1412126067930504,1801.31
4/11/2023,Aaron Wood,Rebecca Lawson,Nissan,Altima,2016,13009,0.05000962713137146,650.58
5/19/2022,Rebecca Franklin,Jason Perry,Honda,Civic,2018,16699,0.07579146466183304,1265.64
6/17/2022,William Cochran,Katherine Hopkins,Ford,Altima,2018,21414,0.091892543148556,1967.79
7/3/2022,Jennifer Phillips,Evelyn Walters,Honda,Civic,2017,46569,0.06082799168109966,2832.7
3/24/2023,Carrie Olson,Sherri Johnson,Ford,Civic,2016,39466,0.11830410291217691,4668.99
9/12/2022,Monica Pace,Ashley Brown,Chevrolet,Corolla,2017,39612,0.09321969950899815,3692.62
3/5/2023,Douglas Hester,Jimmy Schwartz,Ford,Corolla,2010,15440,0.1391340018538062,2148.23
12/19/2022,Anthony Wilson,Pamela Larson,Chevrolet,Altima,2018,24448,0.126669409330948,3096.81
10/24/2022,Melanie Myers,Shawn Thomas,Honda,F-150,2016,24779,0.12389763556298884,3070.06
1/28/2023,James Avila,Joshua Jones,Ford,Altima,2017,10863,0.06569890592362268,713.69
5/17/2022,Edward Ramirez,Kristen Copeland,Nissan,F-150,2014,42066,0.13177791371526906,5543.37
5/2/2022,William Williams,David Tyler,Ford,Corolla,2013,11481,0.11089505049522966,1273.19
8/21/2022,Jason Lang,John Benton,Toyota,Civic,2016,43353,0.11813734046906949,5121.61
12/19/2022,Shawn Paul,Victoria Frazier,Chevrolet,Corolla,2015,32386,0.12369718203737917,4006.06
4/7/2023,Rebecca Ruiz,Jennifer Jenkins,Nissan,Altima,2017,13080,0.09893361864162656,1294.05
7/29/2022,Rebekah Hoffman,Brian Olson,Ford,Altima,2012,22475,0.1374043389507782,3088.16
6/8/2022,Whitney Short,Priscilla Mitchell,Chevrolet,Corolla,2016,14970,0.14572943550342926,2181.57
1/6/2023,Jennifer Walls,Tyler Hernandez,Chevrolet,Corolla,2022,30882,0.1228307322405682,3793.26
3/31/2023,Dr. Brittany Robertson,Amy Weaver,Nissan,F-150,2022,17482,0.10890173382084664,1903.82
8/5/2022,Luke Williams,Tony Erickson,Nissan,Corolla,2011,47084,0.1073747114077293,5055.63
8/12/2022,Amanda Hill,Sandra Hall,Chevrolet,F-150,2018,26864,0.10834691374993413,2910.63
8/22/2022,Mark Proctor,Amanda Ho,Chevrolet,Civic,2012,12115,0.1126742803698366,1365.05
9/2/2022,Billy Lynch,Lisa George,Nissan,F-150,2010,42933,0.12123580666835738,5205.02
10/3/2022,Kathleen Patterson,Jenny Thomas,Toyota,F-150,2013,32971,0.0678122727678371,2235.84
6/2/2022,Kristin White,Jennifer Wright,Chevrolet,Silverado,2013,21606,0.08478899070076573,1831.95
10/3/2022,Matthew Wilson,Christopher Stokes,Honda,Corolla,2010,26662,0.14638685689755865,3902.97
10/19/2022,Susan Mitchell,Michael Fleming,Nissan,Altima,2012,49543,0.06909563794370133,3423.21
8/16/2022,Cody Mckenzie,Kelly Townsend,Toyota,Silverado,2010,10705,0.09104372767004265,974.62
10/27/2022,William Jones,William Huang,Ford,Altima,2013,18012,0.08625386924737674,1553.6
10/2/2022,Jennifer Blackburn,Maurice Murphy,Chevrolet,Altima,2016,36377,0.07061735947279167,2568.85
10/26/2022,Dennis Pugh,Mrs. Victoria Bartlett PhD,Chevrolet,Altima,2021,43811,0.14892648101248715,6524.62
11/18/2022,Kyle Cox,Katherine Washington,Toyota,Altima,2010,41028,0.08742232198412804,3586.76
3/24/2023,Kristy Wilcox,Lynn Perkins,Chevrolet,Silverado,2010,26002,0.07629441734973365,1983.81
1/18/2023,Meghan Butler,Wesley Horton,Nissan,Civic,2013,26449,0.14290201144807324,3779.62
2/25/2023,Donald Mendoza,Kelsey Li,Chevrolet,Silverado,2016,15179,0.11270453450423297,1710.74
3/3/2023,Robin Cooper,Russell Maldonado,Toyota,Altima,2021,44425,0.06265935752963754,2783.64
1/7/2023,Steven Castaneda II,Veronica Hunter,Nissan,Corolla,2019,47545,0.05296244508696235,2518.1
5/3/2022,Brian Jones,Rebekah Montgomery,Honda,Silverado,2016,46367,0.1404890621394625,6514.06
4/30/2023,Kristina Robertson,David Johnson DVM,Nissan,Silverado,2010,10101,0.06140646282432616,620.27
5/4/2022,Janet Johnson,Melissa Hogan,Honda,F-150,2017,49767,0.11844510041805245,5894.66
8/15/2022,Shawn Johnston,Leslie Valdez,Ford,Corolla,2022,34130,0.09749525928029545,3327.51
3/12/2023,Nicholas Grant,Steven Harmon,Ford,F-150,2015,34330,0.06500920407829755,2231.77
6/21/2022,Jon Diaz,Tony Montes,Ford,Altima,2010,23936,0.0708152032330065,1695.03
5/30/2022,Angela Rodriguez,Stephanie Golden,Nissan,Civic,2021,30264,0.08331458890191872,2521.43
1/12/2023,Anthony Lowe,Sherri Hill,Ford,Civic,2017,42310,0.14246074763137,6027.51
6/30/2022,Frank Leon,Christopher Norris,Honda,Civic,2017,17438,0.0910580852040914,1587.87
3/19/2023,Diana Rodriguez,Melanie Stewart,Chevrolet,Altima,2010,13280,0.09604995667365757,1275.54
3/28/2023,Kelsey Brown,Jeff Price,Honda,F-150,2012,28649,0.05794621120129594,1660.1
5/11/2022,Daniel Bell,Frank Maldonado,Toyota,Altima,2012,36299,0.06192915036291863,2247.97
11/3/2022,Richard Lam,Adam Thomas,Honda,Silverado,2013,35002,0.10199486558417624,3570.02
7/4/2022,Heidi Barrett,Julia Roberts,Honda,Silverado,2021,19450,0.0881155318718014,1713.85
2/16/2023,Anthony Russell,Kim Montoya,Honda,F-150,2015,44621,0.08149580031989655,3636.42
10/12/2022,Anna Meadows,Claire Sullivan,Ford,F-150,2011,40348,0.08038643897351364,3243.43
10/18/2022,Alexis Collins,Connor Sampson,Ford,Corolla,2018,44465,0.11071785516550985,4923.07
1/15/2023,Tammy Williams,Kristy Burgess,Honda,F-150,2016,36426,0.11075600438833308,4034.4
5/11/2022,Victoria Lopez,Lisa Murphy,Toyota,Silverado,2014,37761,0.0866173658563167,3270.76
3/8/2023,David Snyder,James Monroe,Nissan,Corolla,2013,31168,0.11193771668818435,3488.87
11/8/2022,Rachel Williams,Daisy Cervantes,Ford,Corolla,2020,36198,0.11683360592931694,4229.14
12/24/2022,Debbie Kelly,Jennifer Walker,Nissan,F-150,2019,22497,0.06420001700026548,1444.31
9/24/2022,Travis Hogan,Jason Thompson Jr.,Toyota,Civic,2021,43083,0.1301501175367104,5607.26
10/10/2022,Mark Diaz,Nina Owen,Honda,Corolla,2021,11893,0.11047279823991157,1313.85
12/25/2022,Nicole Ramirez,Evan Smith,Nissan,Corolla,2019,12558,0.05935866799032122,745.43
6/1/2022,Brandon Chavez,Rachael Adams,Honda,F-150,2011,44744,0.13594570699021263,6082.75
1/16/2023,Michael Weaver,Benjamin Freeman,Honda,Silverado,2021,19460,0.11350256439669763,2208.76
5/30/2022,David Daniels,Cindy Miranda,Chevrolet,Corolla,2015,22959,0.13237454960668132,3039.19
10/7/2022,Albert Harris,Cody Wilson,Ford,Silverado,2014,44244,0.08997717637233385,3980.95
1/6/2023,Nathaniel Schaefer,Nicole Williams,Chevrolet,Civic,2022,48027,0.09329468092863169,4480.66
10/28/2022,Jennifer Brown,Stephen Chandler,Honda,F-150,2017,32892,0.10405758923290881,3422.66
9/7/2022,Kevin Rodriguez,Jeffrey Torres,Honda,F-150,2014,47452,0.14871325657185627,7056.74
3/31/2023,Mitchell Davies,Patricia Hutchinson,Toyota,Silverado,2022,16339,0.05104748931635838,834.06
10/26/2022,Alexis Morris,Robert Cox,Toyota,Silverado,2010,19084,0.14568210854113378,2780.2
12/28/2022,Timothy Stephens,Lynn Greer,Toyota,F-150,2018,46873,0.06771270574795157,3173.9
8/20/2022,Laurie Smith,Christy Johnson,Ford,Silverado,2010,46937,0.09649457450664153,4529.17
2/17/2023,Joseph Harris,Mrs. Amy Vargas,Nissan,Silverado,2012,26907,0.09320477726993259,2507.86
11/19/2022,Morgan Aguilar,Andrew Cobb,Ford,Altima,2017,13356,0.06169860435622481,824.05
12/18/2022,Stephanie Diaz,Lisa Fox,Toyota,F-150,2012,43383,0.09214016190550149,3997.32
12/5/2022,Derek Collins,Michelle Alexander,Toyota,Altima,2011,32685,0.11245174727307786,3675.49
11/2/2022,Nicole Rodriguez,Roy Osborne,Honda,Civic,2018,41835,0.14350709923622612,6003.62
1/27/2023,Angela Bailey,Heather Martin,Toyota,Corolla,2020,15716,0.14865265925577187,2336.23
10/14/2022,Holly Santana,Erik Williams,Nissan,Silverado,2019,25710,0.09588392385999542,2465.18
9/12/2022,Thomas Johnson,Samantha Chavez,Nissan,Civic,2022,15805,0.09172663006993396,1449.74
1/19/2023,Jeanette Hall,James Johnson,Chevrolet,Silverado,2016,30214,0.08621575015586212,2604.92
4/10/2023,Kimberly Suarez,John Smith,Toyota,Corolla,2017,18296,0.12137845841398541,2220.74
3/17/2023,Kimberly Blanchard,Jose Castaneda,Honda,Silverado,2022,10640,0.053537603967751014,569.64
10/16/2022,Terri Santos,Susan Wright,Ford,Corolla,2017,36817,0.14636385685647868,5388.68
10/11/2022,Kimberly Miller,Laura Miller,Ford,Civic,2011,35548,0.10769676894608231,3828.4
8/20/2022,Joshua Wilson,Jennifer Morrison,Nissan,Silverado,2020,32277,0.11391273771594117,3676.76
7/31/2022,Natalie Mills,Gilbert Delacruz,Chevrolet,Civic,2019,12498,0.06910060849407879,863.62
3/14/2023,Stacey King,Alison Ramirez,Chevrolet,Civic,2017,31731,0.13493990540782153,4281.78
2/17/2023,Andrea Kim,Shawn Smith,Chevrolet,Corolla,2010,26104,0.08689192286435188,2268.23
3/13/2023,Tyler Reyes,Megan Patterson,Ford,Silverado,2022,49525,0.10954615712390378,5425.27
11/9/2022,Daniel Downs,Theresa Houston,Chevrolet,Altima,2010,18017,0.07869022315545886,1417.76
8/21/2022,Alexandra Mcneil,Stephanie Wilson,Toyota,Silverado,2011,43160,0.059074253184709324,2549.64
2/22/2023,Kevin Garner,Ryan Lester,Chevrolet,Silverado,2019,42960,0.09157778007496081,3934.18
7/25/2022,Jennifer Mckinney,Renee Bell,Nissan,Silverado,2020,37247,0.11199400156938863,4171.44
8/4/2022,Rebecca Bowman,Nicholas Smith,Toyota,Civic,2012,36508,0.13598089584255255,4964.39
11/5/2022,Harold Walker,Joyce Williams,Chevrolet,Corolla,2021,44940,0.10181105315405711,4575.39
1/17/2023,Jill Carter,Natasha Dennis,Honda,Civic,2015,35405,0.11809495223005884,4181.15
11/17/2022,John Sullivan,David Wall,Toyota,Civic,2013,32978,0.1094491400907516,3609.41
7/3/2022,Melissa Coffey,Monica Reilly,Nissan,Corolla,2016,39128,0.05099715378381275,1995.42
1/10/2023,Jonathan Jackson,John Harris,Nissan,Corolla,2021,25118,0.05203592280021151,1307.04
7/26/2022,Colton Bennett,Anthony Hartman,Chevrolet,Silverado,2010,40983,0.07422098476521174,3041.8
4/14/2023,Valerie Simmons,Jeffery Vargas MD,Toyota,Altima,2020,20446,0.14428105785893489,2949.97
11/3/2022,Reginald Dawson,Stanley Duncan,Toyota,Altima,2012,13481,0.060196103816624075,811.5
4/13/2023,Crystal Doyle,Charles Watts,Chevrolet,Corolla,2010,38215,0.07914762552692167,3024.63
12/9/2022,Catherine Fernandez,Kimberly Johnson,Chevrolet,Corolla,2015,13852,0.09538127116270761,1321.22
12/20/2022,Cynthia Bauer,James Obrien,Honda,Altima,2012,46212,0.05528981438415209,2555.05
5/17/2022,Rachel White,Angel Chaney,Honda,Corolla,2013,37248,0.09608441100342954,3578.95
11/15/2022,Leonard Miller,Donna Quinn,Ford,Altima,2010,19584,0.08462249986871995,1657.25
10/4/2022,Abigail Williams,Michael Peck,Toyota,Altima,2019,39026,0.11153021897193613,4352.58
5/30/2022,Alicia Mullen MD,Amy Gibson,Toyota,F-150,2014,15206,0.08572527901795791,1303.54
1/13/2023,James Greene,Kayla Gray,Honda,Corolla,2014,28211,0.07032306455909744,1983.88
6/2/2022,Frank Robinson,Adriana Cox,Ford,F-150,2020,15875,0.07242352185542983,1149.72
10/30/2022,Jason Alexander,Matthew Young,Ford,Altima,2014,12498,0.061385571161830535,767.2
3/11/2023,Adrienne Ford,Thomas Hicks,Chevrolet,Silverado,2020,38223,0.1086677583227916,4153.61
6/12/2022,Alicia Chen,Holly Davis,Ford,F-150,2013,47189,0.1325281194611969,6253.87
5/27/2022,Richard Rogers,Laura Bailey,Chevrolet,Corolla,2016,30951,0.06604246766652258,2044.08
4/15/2023,Adam Johnson,Colleen Blevins,Toyota,Altima,2012,35008,0.0986203235053749,3452.5
1/10/2023,Walter Patel,Laura Anderson,Ford,Silverado,2022,40771,0.14337529621397416,5845.55
7/26/2022,Timothy Cook,Kimberly Schneider,Toyota,Civic,2012,19951,0.12747470384907755,2543.25
10/21/2022,Heather Bernard,Patricia Martinez,Ford,Corolla,2010,16768,0.11262134111906401,1888.43
3/3/2023,Jason Blair,Sabrina Hudson,Chevrolet,Civic,2015,11899,0.13715208320527036,1631.97
1/5/2023,Ricky Carter,Robert Lynch,Chevrolet,Silverado,2017,38607,0.09093448092384618,3510.71
11/20/2022,Darrell Stuart,Ashley Smith,Nissan,Silverado,2020,22393,0.13793779552512708,3088.84
4/9/2023,Amanda Morris,Christina Mendez,Nissan,F-150,2021,38854,0.13837229655167502,5376.32
3/24/2023,Jeffrey Collins DVM,Jennifer Moses,Ford,Civic,2020,11249,0.11070907145442019,1245.37
5/15/2022,Michelle Gonzales,Christian Jackson,Nissan,Corolla,2015,36447,0.09533045544576639,3474.51
6/9/2022,Jennifer Phillips,Jessica Mejia,Ford,Silverado,2019,21178,0.09024718733078509,1911.25
9/11/2022,David Robinson,Courtney Taylor,Honda,Civic,2019,46096,0.12744767907334997,5874.83
1/26/2023,Sara Wells,Kelly Rose,Honda,Corolla,2018,16449,0.12223672806292263,2010.67
10/22/2022,Robert Carter,Calvin Hansen,Chevrolet,F-150,2013,22928,0.11774744596102683,2699.71
7/1/2022,Debbie Clayton,Mia Rose,Ford,Civic,2017,40403,0.14092560139657812,5693.82
10/28/2022,Richard Smith,Michael Parks,Nissan,Corolla,2016,43898,0.08705429681148186,3821.51
1/22/2023,Anthony Hays,Tiffany Dixon,Nissan,Civic,2021,31000,0.12322889384024796,3820.1
5/10/2022,Mercedes Lowe,Katherine Castillo,Honda,Corolla,2021,34819,0.06852260478915992,2385.89
1/6/2023,John Fry,David Davies,Ford,Altima,2017,43283,0.13628308025695585,5898.74
5/2/2022,Marco Marsh,Daniel Alvarado,Honda,F-150,2014,32476,0.1148505740196083,3729.89
10/10/2022,Diane Sims,David Medina III,Chevrolet,Civic,2014,18337,0.130999225888487,2402.13
7/3/2022,John Garza,Jeff Berg,Chevrolet,Silverado,2018,16718,0.0666791691479066,1114.74
3/9/2023,Christopher Barrett,Gregory Nichols,Chevrolet,Corolla,2019,39597,0.0863293537875364,3418.38
8/20/2022,Katherine Dougherty,Stephen Jones,Toyota,Silverado,2015,42093,0.1475358957956887,6210.23
10/21/2022,Michael Anderson,Brandy Kemp,Ford,Silverado,2020,18843,0.13907282148958489,2620.55
11/19/2022,Jerry Mclaughlin,James Jacobson,Chevrolet,Silverado,2020,31442,0.0939917164536673,2955.29
5/31/2022,Robert Miller,Dr. William Wood Jr.,Ford,Silverado,2010,29541,0.09221804730485439,2724.21
11/2/2022,Brandy Morrow,Mr. Kenneth Frey,Ford,Silverado,2016,45120,0.11572081616464316,5221.32
2/7/2023,Nicole Lucas,Tiffany Ward,Chevrolet,Civic,2010,45910,0.09591954412619555,4403.67
